event_type,failure_reason,amount,historical_action,ml_action,historical_net_value,ml_expected_net_value,ml_true_net_value,oracle_net_value
subscription_failure,expired_card,8055.36,reminder,personalized_offer,5045.018684360505,2654.3691072519678,5232.146637569337,6132.235947712651
subscription_failure,unknown,300.67,personalized_offer,personalized_offer,196.44082134883922,59.887478404691024,196.44082134883922,230.6343585656589
overdue_invoice,unknown,1632.3,retry,payment_update,934.8372877577737,384.17919466868267,1005.3934759293028,1110.9564315968782
payment_failure,expired_card,2015.67,reminder,payment_update,1676.0246744830924,399.0476300947047,1625.852446561952,1676.0246744830924
payment_failure,technical_failure,2480.18,no_action,reminder,1623.861828922886,604.6148710182204,1845.6077129393009,2117.8973265643617
checkout_abandonment,unknown,1171.13,no_action,personalized_offer,669.838806538796,315.78223337016726,799.8351111909526,845.8570976408907
overdue_invoice,insufficient_funds,1998.46,reminder,reminder,1512.5786511042195,387.4730357614991,1512.5786511042195,1512.5786511042195
subscription_failure,insufficient_funds,1231.12,no_action,reminder,667.2797068225383,284.03467670945753,907.7573577984098,938.675432447432
subscription_failure,expired_card,4987.25,no_action,payment_update,0.0,856.2468750518888,3848.886829972276,3848.886829972276
payment_failure,unknown,259.56,payment_update,payment_update,-1.0,38.43495640349278,164.11840892202267,184.87166491898932
checkout_abandonment,expired_card,993.33,personalized_offer,reminder,744.7745235897797,211.41435336841778,672.3201477923495,806.192187673374
subscription_failure,technical_failure,2372.93,reminder,retry,1404.6704267953262,612.396925556367,1669.8779726510838,1669.8779726510838
checkout_abandonment,bank_decline,742.05,reminder,payment_update,453.5461876521709,222.83570842546118,495.3717999442004,497.7573523578695
payment_failure,technical_failure,3582.96,retry,payment_update,2335.3957005433576,795.7277508906018,2309.68442661979,2335.3957005433576
checkout_abandonment,unknown,2745.7,reminder,payment_update,1917.713350887735,765.8723329925886,1894.175563772381,2026.0232856360062
subscription_failure,unknown,2039.72,personalized_offer,personalized_offer,-163.1776,552.4091677068805,1089.8806157272745,1256.347350152507
checkout_abandonment,authentication_failure,1089.86,payment_update,payment_update,-1.0,238.57822364230415,561.9850079042805,561.9850079042805
subscription_failure,unknown,1079.89,no_action,payment_update,720.5583465670602,152.5645005010474,860.3927552723056,860.3927552723056
subscription_failure,bank_decline,329.5,reminder,payment_update,245.1934013551986,123.42392260628682,257.1533386564224,257.1533386564224
payment_failure,bank_decline,1015.3,payment_update,retry,715.2083104738498,249.48374487235083,718.7717596292194,718.7717596292194
checkout_abandonment,expired_card,461.81,payment_update,payment_update,352.6392601568896,78.29522835140025,352.6392601568896,352.6392601568896
overdue_invoice,insufficient_funds,3658.66,payment_update,payment_update,-1.0,1143.3946740637757,2197.9719821961626,2588.334694198579
overdue_invoice,authentication_failure,9887.16,payment_update,personalized_offer,6644.220900277987,2838.8857112026776,6532.341456967431,6977.415412317239
payment_failure,authentication_failure,1243.9,reminder,retry,862.7605723712696,220.37602535895633,824.2951183412513,862.7605723712696
checkout_abandonment,authentication_failure,671.29,personalized_offer,personalized_offer,456.01281134442945,134.22152063121445,456.01281134442945,490.6899721983214
subscription_failure,expired_card,1968.63,reminder,payment_update,1245.8313929140154,642.7730513557576,1458.853050544792,1458.853050544792
checkout_abandonment,technical_failure,2337.37,personalized_offer,reminder,1594.4057987816095,607.1949045252505,1811.65817999961,1811.65817999961
overdue_invoice,unknown,633.43,retry,reminder,442.2068518083625,197.02119332905772,485.96891864392063,497.7808035351829
payment_failure,insufficient_funds,2739.51,retry,reminder,1990.9938322697287,525.7452367752182,2064.3461865845798,2064.3461865845798
payment_failure,expired_card,216.31,no_action,payment_update,0.0,59.06537485804725,182.98575699493483,182.98575699493483
overdue_invoice,technical_failure,4007.9,reminder,payment_update,2689.4185074505435,1089.7139843680284,2763.853044419404,2879.164286734234
subscription_failure,technical_failure,1319.46,payment_update,reminder,1071.581726505217,460.96660164624177,1035.755359411724,1071.581726505217
payment_failure,unknown,3197.93,personalized_offer,reminder,-255.8344,879.6819889903036,2205.6473312392886,2237.470263026362
payment_failure,insufficient_funds,1348.28,retry,retry,929.821071296918,361.07293660638476,929.821071296918,929.821071296918
payment_failure,bank_decline,1802.56,reminder,retry,943.6327972673402,309.27205001596883,829.2486401937555,943.6327972673402
payment_failure,insufficient_funds,371.9,payment_update,personalized_offer,249.6523253693531,93.97303040622336,237.8034307608698,251.2236816997664
checkout_abandonment,expired_card,794.21,personalized_offer,reminder,572.4482699697173,257.7018359311709,586.0158928187229,586.0158928187229
checkout_abandonment,technical_failure,1820.65,reminder,retry,1350.0015205723157,429.1528274334539,1396.9549286171732,1437.111671111188
subscription_failure,technical_failure,3072.93,no_action,retry,2104.337008514987,580.0112775084554,2560.35191957973,2758.2826631519915
subscription_failure,insufficient_funds,1559.89,personalized_offer,reminder,1076.1587038025643,365.0849323110491,1203.260782305319,1252.5795161091512
payment_failure,authentication_failure,1052.34,retry,personalized_offer,650.2926651028412,236.29663801853584,673.0835703385387,673.0835703385387
subscription_failure,insufficient_funds,2698.4,payment_update,personalized_offer,-1.0,935.6027092092543,1798.4056776905052,2037.6058435847203
checkout_abandonment,authentication_failure,3699.31,no_action,reminder,2442.516135818356,881.5920804017283,2970.969350327741,2970.969350327741
payment_failure,bank_decline,1636.51,retry,retry,1253.1364239211662,247.63439921294116,1253.1364239211662,1253.1364239211662
payment_failure,insufficient_funds,1900.16,payment_update,payment_update,1478.5110136537917,569.0267714408027,1478.5110136537917,1478.5110136537917
payment_failure,expired_card,4424.25,payment_update,payment_update,3155.6839819344477,1341.6800196362235,3155.6839819344477,3155.6839819344477
checkout_abandonment,unknown,625.8,retry,reminder,-2.0,122.59397433819422,368.9224006136573,375.2106154103026
checkout_abandonment,authentication_failure,1326.43,payment_update,payment_update,1022.7880736765112,338.9890180328415,1022.7880736765112,1087.5797631091673
payment_failure,expired_card,725.74,reminder,payment_update,596.546277612043,158.9833208118833,610.9750158586631,610.9750158586631
subscription_failure,insufficient_funds,411.29,personalized_offer,payment_update,335.810967509735,162.30957550105813,347.69728668484123,347.69728668484123
payment_failure,insufficient_funds,967.52,personalized_offer,reminder,606.5491171018231,190.85365928208125,691.0957643134732,691.0957643134732
subscription_failure,unknown,183.97,retry,personalized_offer,-2.0,42.24037653891223,123.0092565855719,123.0092565855719
checkout_abandonment,bank_decline,1900.03,personalized_offer,reminder,-152.0024,478.76423517053007,1175.8667740557282,1175.8667740557282
payment_failure,insufficient_funds,1594.73,reminder,payment_update,965.8603372730344,300.9990689441624,983.4151116401844,983.4151116401844
subscription_failure,bank_decline,2291.82,personalized_offer,payment_update,1187.706514644633,770.7239837319994,1211.477201478428,1211.477201478428
payment_failure,expired_card,203.09,personalized_offer,personalized_offer,138.19751501507378,62.003128010663495,138.19751501507378,169.8077791393868
checkout_abandonment,expired_card,2180.57,reminder,retry,1282.4684005775707,647.5151927971325,1189.4677206593792,1487.9702370678458
overdue_invoice,insufficient_funds,5595.56,retry,payment_update,3068.7893748429783,1507.984336149909,3655.333739849325,3655.333739849325
payment_failure,bank_decline,1046.61,no_action,payment_update,689.4064345506731,193.06269955099162,740.5299676920304,817.9615010629758
payment_failure,unknown,2059.23,retry,retry,1487.9857088549402,427.1869716249697,1487.9857088549402,1487.9857088549402
payment_failure,expired_card,475.64,payment_update,payment_update,309.7206516263126,134.36821098490944,309.7206516263126,309.7206516263126
payment_failure,technical_failure,1309.68,payment_update,reminder,926.2618511734472,386.33739644218235,858.2102897910526,952.5829352590614
checkout_abandonment,expired_card,860.19,no_action,reminder,0.0,232.07178602368134,580.0666362052884,690.4309976514145
checkout_abandonment,unknown,703.11,reminder,retry,-1.0,89.92494912582549,418.1512080279349,418.1512080279349
subscription_failure,bank_decline,1657.43,no_action,payment_update,0.0,465.96024386559765,1066.9761721916525,1066.9761721916525
checkout_abandonment,insufficient_funds,2315.44,no_action,payment_update,0.0,680.4184592509285,1419.813301171171,1486.3257287555161
payment_failure,insufficient_funds,1855.43,no_action,payment_update,0.0,572.7919077203899,1193.0937326850312,1193.0937326850312
subscription_failure,unknown,1840.37,personalized_offer,reminder,1125.165098315278,413.5199332471618,1277.9734542288609,1277.9734542288609
checkout_abandonment,expired_card,568.93,no_action,payment_update,345.0616012017954,166.69841975383756,427.0439008970752,462.7643640537528
payment_failure,authentication_failure,7364.64,payment_update,payment_update,5583.11953429844,2125.373056034404,5583.11953429844,5980.255114164986
checkout_abandonment,authentication_failure,1197.89,retry,reminder,1012.0415929392116,196.96855172535504,922.938921783132,1012.0415929392116
checkout_abandonment,technical_failure,5427.56,personalized_offer,payment_update,3517.197230464943,1469.379657411585,3691.6696857634793,3802.3581138257946
payment_failure,bank_decline,4728.13,reminder,payment_update,2621.370939995913,647.6658641866532,2354.0593304635768,2654.5266136414184
subscription_failure,technical_failure,4393.77,retry,personalized_offer,3298.1863923091937,947.8868683552819,2887.1729194687127,3298.1863923091937
checkout_abandonment,expired_card,1039.83,personalized_offer,payment_update,-83.18639999999999,271.9773562086221,782.5413723029401,782.5413723029401
payment_failure,insufficient_funds,479.94,payment_update,payment_update,339.6545350387935,88.13653467565837,339.6545350387935,351.69439086790504
checkout_abandonment,unknown,6706.08,retry,reminder,4660.786590530342,1403.3767247853334,4766.58549734729,4766.58549734729
subscription_failure,technical_failure,7455.52,payment_update,payment_update,5710.233879333049,1166.9919946020918,5710.233879333049,5833.987154613732
payment_failure,authentication_failure,3407.85,personalized_offer,personalized_offer,2442.4967182579207,460.99483422223324,2442.4967182579207,2590.85684420947
checkout_abandonment,insufficient_funds,5040.0,reminder,payment_update,2885.074762288329,690.7936903094378,2864.283385651262,2984.3438542829863
payment_failure,technical_failure,4368.2,reminder,personalized_offer,2810.370906536384,1094.73901004858,2748.6021724600437,3300.7923628052845
payment_failure,authentication_failure,3148.57,personalized_offer,reminder,-251.8856,592.1095535913457,2528.0342141517917,2528.0342141517917
checkout_abandonment,unknown,457.36,payment_update,reminder,298.7393330573253,149.1790508153466,286.6813621024521,313.1162426572455
subscription_failure,unknown,3556.56,no_action,reminder,2213.7256633345014,1357.1629340347868,2664.371283412681,2664.371283412681
overdue_invoice,bank_decline,1297.92,personalized_offer,payment_update,918.4594667933914,255.14367481825798,943.2351295247396,992.4505194920876
payment_failure,expired_card,990.35,personalized_offer,personalized_offer,724.722135151464,180.52771334368788,724.722135151464,799.1152654077133
checkout_abandonment,technical_failure,492.21,payment_update,payment_update,-1.0,68.71229711068008,344.491204854786,344.491204854786
payment_failure,bank_decline,5160.15,retry,payment_update,-2.0,1293.6950323078836,3147.593606071258,3398.923194384765
payment_failure,unknown,2904.09,retry,payment_update,1609.7350813631515,705.6609056349728,1707.6426511699767,1707.6426511699767
subscription_failure,bank_decline,2950.37,personalized_offer,reminder,1981.3500788218441,955.2521912346488,2161.4621124436067,2314.392990822806
payment_failure,expired_card,2804.26,reminder,personalized_offer,1920.3851663355615,1064.6107719441147,1773.3501545821077,2024.2926478710476
payment_failure,technical_failure,742.89,personalized_offer,payment_update,-59.4312,149.90789371647386,434.3462099870923,485.96057868094334
payment_failure,technical_failure,830.71,payment_update,reminder,566.2804249782749,220.6342442891049,615.9780855232561,622.7303836772645
checkout_abandonment,bank_decline,2107.05,reminder,retry,1600.9328810729548,425.77824235395985,1516.515247868947,1600.9328810729548
payment_failure,technical_failure,2207.11,reminder,personalized_offer,-1.0,503.6267197921038,1391.9889328310608,1432.626727133831
payment_failure,expired_card,7254.21,reminder,payment_update,4608.116222811523,1370.6403836449012,5250.573860595265,5250.573860595265
payment_failure,insufficient_funds,921.0,payment_update,reminder,690.9146130160818,131.62574365464906,706.9799439068698,706.9799439068698
checkout_abandonment,bank_decline,2059.71,no_action,payment_update,1477.4918583665506,425.4417660213654,1569.087900177408,1570.171263688463
overdue_invoice,unknown,997.25,no_action,retry,0.0,207.74941931703268,686.0518161048317,726.0019124231129
overdue_invoice,unknown,275.12,retry,retry,-2.0,92.21881529433563,163.1879775620007,179.38964056274256
payment_failure,insufficient_funds,236.43,reminder,payment_update,189.5017530460636,73.2304391683146,173.49617393896307,189.5017530460636
payment_failure,expired_card,2583.64,retry,payment_update,1827.785807215118,544.2869761893935,1909.6152392722545,1909.6152392722545
subscription_failure,unknown,484.49,no_action,payment_update,0.0,116.74953336167505,321.7500671594364,321.7500671594364
subscription_failure,insufficient_funds,1143.91,reminder,payment_update,654.1355371711995,354.49403773687254,659.7468023713293,659.7468023713293
payment_failure,bank_decline,1078.04,reminder,reminder,793.6994410806345,189.1596311060943,793.6994410806345,793.6994410806345
subscription_failure,expired_card,415.6,personalized_offer,payment_update,230.11328014241747,126.84221422261645,296.96752929533807,296.96752929533807
payment_failure,unknown,1996.11,reminder,payment_update,-1.0,495.12787689850796,1264.3157587560925,1264.3157587560925
checkout_abandonment,unknown,3055.78,payment_update,payment_update,1893.5818942421429,586.4961247274368,1893.5818942421429,1893.5818942421429
checkout_abandonment,insufficient_funds,2007.59,retry,payment_update,1370.001367227688,535.9678663591574,1474.998944225022,1566.2828786131436
overdue_invoice,authentication_failure,1772.18,personalized_offer,payment_update,1166.6021720377819,368.5567762769339,1255.0147606238966,1399.6724847496928
subscription_failure,authentication_failure,2261.44,reminder,payment_update,1476.2688462995045,756.9252993649906,1446.714160559376,1476.2688462995045
overdue_invoice,expired_card,2319.3,personalized_offer,reminder,-185.544,366.806625656047,1434.897819222941,1460.5519527392048
overdue_invoice,insufficient_funds,130.02,payment_update,reminder,58.54606381841972,38.59327366567767,66.45823688857836,66.45823688857836
overdue_invoice,unknown,2710.14,no_action,personalized_offer,1333.3628306155647,628.8411481484683,1796.6811587852944,1812.625017553935
subscription_failure,technical_failure,2098.36,no_action,payment_update,0.0,285.1647432046277,1296.5025489419647,1454.6981062646576
payment_failure,technical_failure,401.82,retry,retry,308.86312227060495,72.52332319306605,308.86312227060495,308.86312227060495
payment_failure,authentication_failure,2580.03,payment_update,reminder,1790.8830584954112,400.31846171821417,1885.618670632968,1885.618670632968
checkout_abandonment,insufficient_funds,396.18,no_action,personalized_offer,182.4251614277496,87.95212411677676,227.38058246982686,238.52738588689792
overdue_invoice,unknown,100.0,reminder,no_action,59.85663567146701,0.0,43.14201241449062,61.59065936289308
payment_failure,authentication_failure,711.43,reminder,retry,-1.0,152.58902145133064,442.6526932203458,442.6526932203458
payment_failure,insufficient_funds,1441.51,payment_update,payment_update,912.291714897704,440.02977999331114,912.291714897704,927.1092415362356
checkout_abandonment,technical_failure,1545.07,reminder,reminder,-1.0,303.4240372792118,1192.8409645786514,1244.256982009794
subscription_failure,authentication_failure,1144.87,retry,payment_update,745.9813010827982,332.1959233087191,851.2584589343086,851.2584589343086
payment_failure,authentication_failure,113.66,payment_update,payment_update,74.40132600046907,19.66496662695208,74.40132600046907,74.40132600046907
checkout_abandonment,insufficient_funds,133.81,reminder,reminder,93.81745994458127,26.02478820964359,93.81745994458127,94.21937123709968
overdue_invoice,authentication_failure,1434.39,personalized_offer,reminder,750.14198019016,358.50399500490573,866.2893397038293,866.2893397038293
checkout_abandonment,expired_card,3499.3,retry,reminder,2377.42374664058,842.2066952515747,2563.983394793628,2951.364403366625
payment_failure,technical_failure,431.92,reminder,reminder,257.73458897191205,86.61183165254799,257.73458897191205,265.20764816663063
payment_failure,expired_card,1876.33,reminder,payment_update,-1.0,481.23679437654454,1389.0441567623443,1389.0441567623443
payment_failure,authentication_failure,922.08,personalized_offer,reminder,675.8723059206712,119.40904612895315,700.7910758648553,776.9206555602025
checkout_abandonment,authentication_failure,768.79,retry,payment_update,-2.0,116.160829887814,400.1965832763357,431.4800001467588
payment_failure,authentication_failure,912.91,payment_update,reminder,604.3797466812554,20.72034234851401,668.6600564235752,668.6600564235752
payment_failure,authentication_failure,1181.49,retry,payment_update,-2.0,433.22124111461903,626.7775662255078,626.7775662255078
payment_failure,technical_failure,759.78,reminder,reminder,518.3228217321166,173.63500359939218,518.3228217321166,553.5316632078182
checkout_abandonment,technical_failure,3608.48,retry,personalized_offer,2348.177849081034,949.5475264642255,2142.276630574339,2498.943490080321
payment_failure,expired_card,1618.0,reminder,payment_update,1137.17317203229,578.5731923816988,1200.513170250992,1200.513170250992
overdue_invoice,expired_card,4384.64,payment_update,retry,2994.185875865487,965.8882116575489,2582.1979427334,2994.185875865487
payment_failure,technical_failure,2743.1,retry,payment_update,-2.0,697.9639472247495,1977.6807575743903,2092.534015376364
subscription_failure,unknown,1488.74,personalized_offer,retry,1086.7435587246282,426.7821533670958,1111.678088937672,1248.1760313052416
subscription_failure,unknown,615.54,retry,payment_update,413.3168767756473,146.83344449459304,456.45127601688495,469.2256809934931
payment_failure,technical_failure,11669.69,retry,retry,9466.702997529714,2045.590180291114,9466.702997529714,9677.037025819964
payment_failure,technical_failure,1542.72,payment_update,reminder,1057.2724020441544,255.00928862986666,1093.5645440539154,1093.5645440539154
payment_failure,expired_card,752.93,retry,payment_update,504.3932269271108,276.1190396504854,551.3495335057139,551.3495335057139
subscription_failure,technical_failure,1622.54,reminder,retry,1218.713396979492,503.54940291092646,1241.8992602470016,1241.8992602470016
payment_failure,expired_card,908.98,retry,payment_update,-2.0,167.22413208448103,664.8076462210639,664.8076462210639
overdue_invoice,authentication_failure,5536.64,payment_update,payment_update,2998.4256471463013,1250.2492566181327,2998.4256471463013,3376.771540405596
subscription_failure,bank_decline,4787.54,retry,retry,3037.685134781597,826.2376509133449,3037.685134781597,3272.665019605522
overdue_invoice,insufficient_funds,1847.92,payment_update,reminder,1395.6974825828747,545.7375652583631,1340.5168916843145,1395.6974825828747
payment_failure,bank_decline,591.11,reminder,payment_update,-1.0,172.23075809007784,362.4187621992936,392.6156549339566
checkout_abandonment,technical_failure,742.32,no_action,personalized_offer,367.07015520526295,194.92798418895663,447.2293809235767,521.5525157450174
checkout_abandonment,unknown,1540.93,no_action,reminder,946.7774639155584,371.8400584578362,1061.489178178945,1184.9491976838597
checkout_abandonment,technical_failure,593.28,personalized_offer,payment_update,467.3720363046913,156.24291995581066,424.7383252540543,479.3526160826436
overdue_invoice,authentication_failure,296.8,no_action,payment_update,164.86337812511167,62.133760161109464,219.35932553954197,221.92035035802465
checkout_abandonment,unknown,5158.82,reminder,payment_update,-1.0,1251.905816628073,3006.6597121158875,3006.6597121158875
payment_failure,authentication_failure,682.68,no_action,personalized_offer,0.0,168.4170920470539,477.5573275686357,503.68276581248887
subscription_failure,authentication_failure,627.06,payment_update,personalized_offer,421.3257639431528,147.80062560207006,398.3084685036467,437.8854720347523
subscription_failure,expired_card,418.63,personalized_offer,payment_update,270.20348190162224,104.93140858014566,290.55407538994115,290.55407538994115
subscription_failure,bank_decline,1077.8,personalized_offer,retry,796.9683349437572,233.7154368918471,865.5572594971758,903.4154121458528
payment_failure,technical_failure,680.97,retry,reminder,-2.0,79.56641496207493,507.36531476182415,507.36531476182415
overdue_invoice,technical_failure,233.9,retry,payment_update,185.50433570876564,59.9773761147291,168.5092035755823,185.50433570876564
payment_failure,expired_card,1156.39,personalized_offer,payment_update,-92.51120000000002,325.23373153515956,751.2265248765732,751.2265248765732
checkout_abandonment,insufficient_funds,18703.09,reminder,reminder,-1.0,4574.710083742156,10541.518086905242,11248.193145043922
payment_failure,authentication_failure,6196.66,retry,payment_update,-2.0,1911.8434652488388,4026.83768602258,4026.83768602258
checkout_abandonment,authentication_failure,814.56,retry,payment_update,494.9417462358735,231.91006088314435,553.1352668459077,553.1352668459077
subscription_failure,unknown,2987.99,retry,payment_update,2148.548483328837,923.2165605076812,2224.292546256781,2224.292546256781
payment_failure,bank_decline,837.77,retry,retry,644.8845437848562,208.2454682128075,644.8845437848562,644.8845437848562
checkout_abandonment,insufficient_funds,1730.72,personalized_offer,reminder,1013.5856009670449,480.38163150405154,965.4905057096936,1070.5316079488396
subscription_failure,bank_decline,3899.6,reminder,payment_update,2397.2910384600827,395.65910883032143,2466.307378317865,2466.307378317865
payment_failure,insufficient_funds,3120.38,payment_update,payment_update,2059.0109757642144,603.1985932513851,2059.0109757642144,2102.82645399845
payment_failure,expired_card,573.61,reminder,personalized_offer,343.89182500855475,174.31734983921194,293.64928245866594,403.187353397737
checkout_abandonment,expired_card,740.76,retry,personalized_offer,578.2826010729335,182.46804508358196,499.2413217765676,621.3303951774607
payment_failure,technical_failure,2750.2,payment_update,personalized_offer,1796.833628646243,690.2607277245612,1733.4434741264156,1855.6858320602332
checkout_abandonment,bank_decline,3085.19,reminder,payment_update,-1.0,454.4381926968674,2147.360533781778,2239.5576532930854
payment_failure,unknown,1781.07,reminder,reminder,1061.6598029942393,377.35947066319324,1061.6598029942393,1062.6598437963148
subscription_failure,bank_decline,1480.86,payment_update,payment_update,903.9657673878438,261.0817754980664,903.9657673878438,903.9657673878438
subscription_failure,insufficient_funds,402.09,payment_update,reminder,-1.0,73.13779459195496,260.2026498180681,266.1090311586473
overdue_invoice,insufficient_funds,1655.57,reminder,personalized_offer,-1.0,160.4289009593115,1288.4364047572165,1306.8600191039254
subscription_failure,unknown,591.76,retry,reminder,387.25383068265376,127.98132639395195,404.0988075061187,421.5642007071325
payment_failure,technical_failure,788.09,reminder,personalized_offer,505.5766880227695,227.20439878335398,506.685686569224,562.3554572959064
payment_failure,technical_failure,3359.92,personalized_offer,retry,2451.7437892101493,808.4715907523041,2766.5599961766,2766.5599961766
subscription_failure,technical_failure,711.94,retry,reminder,553.5369376995314,103.45912081113175,527.5764501578329,553.5369376995314
checkout_abandonment,authentication_failure,724.95,reminder,payment_update,413.38213026314406,170.2271828533144,370.2045231790205,413.38213026314406
subscription_failure,unknown,1243.68,personalized_offer,payment_update,712.0376224779837,338.69615171769806,917.4122373148338,917.4122373148338
payment_failure,technical_failure,1324.1,reminder,reminder,981.1599920553545,394.66051583973086,981.1599920553545,1013.7888776848744
overdue_invoice,bank_decline,3510.97,reminder,reminder,2105.3793469681914,874.261078651764,2105.3793469681914,2105.3793469681914
payment_failure,technical_failure,2703.47,retry,personalized_offer,2236.223059802902,689.4275001968792,1960.5463774902832,2236.223059802902
overdue_invoice,bank_decline,3496.23,no_action,payment_update,1713.730731457957,598.9236772673032,2387.127520471176,2509.248772522132
subscription_failure,authentication_failure,1647.74,payment_update,reminder,959.3394759317488,264.5586730224204,783.8889939993062,959.3394759317488
overdue_invoice,insufficient_funds,2122.8,payment_update,retry,1543.6164782220549,326.42723959872933,1521.440431792137,1648.2912716445583
payment_failure,technical_failure,983.37,personalized_offer,reminder,615.2049945694971,129.51551280648874,608.7173957853469,616.1853790267014
payment_failure,bank_decline,504.87,retry,payment_update,-2.0,117.7460164821778,360.3624447514069,360.7276310752752
payment_failure,unknown,3007.7,payment_update,reminder,1588.799648309146,556.7110093128904,1664.8295099992652,1728.7941349625132
payment_failure,expired_card,1615.86,reminder,payment_update,1138.1160646541334,500.232380937384,1234.3945414053676,1234.3945414053676
overdue_invoice,authentication_failure,11503.88,no_action,personalized_offer,5459.7201347194,1891.7709142612357,6265.671421203239,8117.2294171706335
checkout_abandonment,technical_failure,464.48,payment_update,reminder,291.8523423410709,113.57719235087917,290.880106982682,293.4701656039506
payment_failure,technical_failure,1672.46,reminder,payment_update,-1.0,422.0523681352969,900.99546005072,1036.3853800856043
payment_failure,technical_failure,1839.1,payment_update,reminder,1420.789335464203,300.43808118236143,1415.833331445268,1430.323986099169
subscription_failure,expired_card,951.18,reminder,payment_update,690.6078581994407,274.49156119252484,687.574175489106,690.6078581994407
payment_failure,unknown,3588.17,retry,payment_update,-2.0,897.8391076182446,2182.4667412904323,2402.2244823893066
checkout_abandonment,expired_card,1292.95,payment_update,payment_update,812.6914529589886,392.36643276037904,812.6914529589886,812.6914529589886
payment_failure,technical_failure,557.53,personalized_offer,reminder,-44.602399999999996,126.96619758461179,415.2607306864147,415.2607306864147
subscription_failure,bank_decline,809.25,retry,payment_update,618.3454045296043,199.6566704896287,612.4619556895017,618.3454045296043
checkout_abandonment,technical_failure,4135.9,retry,personalized_offer,-2.0,1157.933664909131,2519.0332049955828,3075.634767310438
checkout_abandonment,unknown,1153.86,retry,payment_update,922.8119242600292,237.44718286824116,860.6101958579706,922.8119242600292
payment_failure,unknown,5067.54,reminder,payment_update,3185.493553157513,1082.9347590984876,3163.657715338833,3283.857764785572
checkout_abandonment,technical_failure,1516.53,payment_update,payment_update,1137.9710394175538,515.5449087527531,1137.9710394175538,1165.5108002698169
overdue_invoice,authentication_failure,341.22,payment_update,payment_update,195.80141273935703,90.00717114904975,195.80141273935703,228.62686825053228
overdue_invoice,expired_card,629.83,payment_update,reminder,495.2072834938554,140.96824349104097,477.028608070077,495.2072834938554
payment_failure,technical_failure,1713.59,payment_update,reminder,1047.2267670130095,403.6685576460631,941.369961520557,1047.2267670130095
checkout_abandonment,unknown,1029.48,no_action,retry,0.0,171.7558664036988,763.8012815128384,794.1341033864534
checkout_abandonment,expired_card,1039.67,retry,payment_update,-2.0,187.0341708111656,819.8691183106388,819.8691183106388
payment_failure,authentication_failure,2831.52,no_action,personalized_offer,1116.966256344868,765.795424209969,1592.5671980192787,1592.5671980192787
checkout_abandonment,authentication_failure,4427.49,retry,personalized_offer,3042.2020103707027,951.7765458536016,2975.178859528858,3168.058144924976
checkout_abandonment,unknown,12098.77,payment_update,reminder,-1.0,2485.7441072465826,8974.242822253866,9634.936726590837
subscription_failure,insufficient_funds,1411.59,personalized_offer,payment_update,1001.8007535700029,408.1684025776589,1043.1989607750843,1043.1989607750843
payment_failure,expired_card,9922.66,reminder,reminder,-1.0,3081.329512984094,6513.886637287646,6759.721591757187
subscription_failure,authentication_failure,2034.76,reminder,payment_update,1377.9137942765633,376.47928938323923,1398.5224050092604,1398.5224050092604
checkout_abandonment,technical_failure,657.83,personalized_offer,payment_update,465.2654608481298,151.94459685771466,478.75405673039535,509.4925872658265
checkout_abandonment,unknown,2461.13,retry,retry,1526.973899992089,462.39632923156387,1526.973899992089,1700.350372607621
overdue_invoice,insufficient_funds,1560.16,retry,payment_update,-2.0,220.31092145890193,1001.4365446239678,1001.4365446239678
subscription_failure,expired_card,431.62,reminder,payment_update,283.6879041178425,111.98051557379549,343.02952298779826,343.02952298779826
subscription_failure,unknown,1000.34,reminder,reminder,745.4413629306506,200.56770041579819,745.4413629306506,764.8752353675139
payment_failure,bank_decline,12102.92,retry,personalized_offer,9240.434391643115,2825.207084769851,8809.53251039859,9929.811836731484
checkout_abandonment,authentication_failure,686.95,retry,personalized_offer,457.40090404302697,164.10306251931513,418.1320223743528,457.40090404302697
subscription_failure,insufficient_funds,118.61,payment_update,payment_update,82.8242249579457,27.552606887598124,82.8242249579457,82.8242249579457
checkout_abandonment,expired_card,781.18,payment_update,payment_update,553.0412080871299,245.55062689845454,553.0412080871299,553.0412080871299
subscription_failure,insufficient_funds,3189.39,retry,payment_update,2457.523970439864,755.7047247986588,2441.700646139024,2457.523970439864
subscription_failure,technical_failure,4326.29,reminder,payment_update,2989.722747915679,1519.5443684989636,3280.6325168214453,3280.6325168214453
overdue_invoice,bank_decline,953.71,retry,reminder,-2.0,248.44563340511715,742.6472409628152,742.6472409628152
checkout_abandonment,technical_failure,4497.38,retry,reminder,2931.464247752948,423.0056645509369,2924.3643134858157,2931.464247752948
checkout_abandonment,technical_failure,2495.88,reminder,payment_update,1457.8729718775985,428.09327583695347,1496.251452158264,1540.3706891118363
overdue_invoice,bank_decline,602.17,payment_update,personalized_offer,425.7154552616197,167.87810511588606,435.1424913235472,436.7651283548135
checkout_abandonment,authentication_failure,1279.11,reminder,retry,920.771804265236,286.5220470964375,950.6003032669156,950.6003032669156
payment_failure,insufficient_funds,2432.54,reminder,retry,1738.1009134748176,756.0050240686683,1797.5868480499807,1797.5868480499807
payment_failure,expired_card,358.64,personalized_offer,reminder,-28.6912,113.59034295050232,164.82803742434973,221.78402219511432
